"Word","Length","Log_Freq_HAL","NPhon","NSyll"
"seawater","8","5.565","6","3"
"seaway","6","4.913","4","2"
"seaweed","7","5.943","5","2"
"seaworthy","9","4.127","6","3"
"sec","3","9.800","3","1"
"secant","6","3.526","6","2"
"secants","7","0.693","7","2"
"secede","6","5.740","5","2"
"seceded","7","5.288","7","3"
"seceding","8","3.871","7","3"
"secession","9","6.562","6","3"
"secessionist","12","4.771","9","4"
"seclude","7","1.099","6","2"
"secluded","8","6.404","8","3"
"seclusion","9","5.004","7","3"
"seclusive","9","1.099","8","3"
"second","6","11.921","6","2"
"secondarily","11","5.263","11","5"
"secondary","9","9.449","9","4"
"secondhand","10","5.814","10","3"
"secondly","8","8.636","8","3"
"seconds","7","10.201","7","2"
"secrecy","7","7.474","7","3"
"secret","6","10.472","6","2"
"secretarial","11","5.875","11","4"
"secretariat","11","7.179","11","4"
"secretaries","11","6.703","10","4"
"secretary","9","9.609","9","4"
"secretary's","11","5.124","10","4"
"secrete","7","5.283","6","2"
"secreted","8","5.595","8","3"
"secretion","9","5.765","7","3"
"secretions","10","5.927","8","3"
"secretive","9","6.219","8","3"
"secretly","8","7.709","8","3"
"secrets","7","8.963","7","2"
"sect","4","7.418","4","1"
"sectarian","9","6.354","9","3"
"section","7","11.461","5","2"
"sectional","9","5.687","7","3"
"sectionalized","13","0.000","10","4"
"sections","8","9.631","6","2"
"sector","6","9.654","5","2"
"sectors","7","8.854","6","2"
"sects","5","6.897","5","1"
"secular","7","8.251","7","3"
"secularism","10","5.652","10","5"
"secularist","10","3.761","10","4"
"secularists","11","4.407","11","4"
"secularize","10","0.000","9","4"
"secularized","11","4.331","10","4"
"secure","6","9.561","6","2"
"secured","7","7.858","7","2"
"securely","8","7.538","8","3"
"securing","8","7.018","8","3"
"securities","10","8.273","10","4"
"security","8","11.044","9","4"
"sedan","5","7.063","5","2"
"sedans","6","5.242","6","2"
"sedate","6","5.081","5","2"
"sedately","8","2.890","7","3"
"sedative","8","5.247","7","3"
"sedentary","9","5.447","8","4"
"sediment","8","6.619","8","3"
"sedimentary","11","5.209","11","5"
"sedimentation","13","4.500","11","5"
"sediments","9","5.737","9","3"
"sedition","8","5.293","6","3"
"seditious","9","4.575","7","3"
"seduce","6","6.301","5","2"
"seduced","7","6.153","6","2"
"seducer","7","3.584","6","3"
"seduction","9","6.789","7","3"
"seductive","9","6.415","8","3"
"sedulously","10","1.609","9","4"
"see","3","13.272","2","1"
"seed","4","9.014","3","1"
"seedbed","7","1.609","6","2"
"seedcake","8","0.000","6","2"
"seedless","8","4.369","6","2"
"seedling","8","5.081","6","2"
"seedlings","9","7.339","7","2"
"seeds","5","8.767","4","1"
"seedy","5","5.505","4","2"
"seeing","6","10.564","4","2"
"seek","4","9.886","3","1"
"seeker","6","8.909","4","2"
"seekers","7","8.093","5","2"
"seeking","7","10.140","5","2"
"seeks","5","8.972","4","1"
"seem","4","11.714","3","1"
"seemed","6","10.544","4","1"
"seeming","7","7.202","5","2"
"seemingly","9","8.455","7","3"
"seemly","6","3.584","5","2"
"seems","5","12.011","4","1"
"seen","4","11.988","3","1"
"seep","4","5.333","3","1"
"seepage","7","4.700","5","2"
"seeped","6","4.984","4","1"
"seeping","7","5.549","5","2"
"seer","4","5.875","3","1"
"seers","5","4.970","4","1"
"seersucker","10","1.792","7","3"
"sees","4","9.413","3","1"
"seesaw","6","3.332","4","2"
"seethe","6","3.850","3","1"
"segment","7","9.328","7","2"
"segmental","9","3.219","8","3"
"segmentation","12","7.302","10","4"
"segments","8","8.456","8","2"
"segregate","9","5.257","8","3"
"segregated","10","6.238","10","4"
"segregating","11","4.522","10","4"
"segregation","11","6.960","9","4"
"segregationist","14","4.369","12","5"
"seismic","7","6.743","6","2"
"seismograph","11","3.611","9","3"
"seismographs","12","2.639","10","3"
"seismological","13","3.664","11","5"
"seismology","10","4.905","9","4"
"seize","5","7.563","3","1"
"seized","6","7.914","4","1"
"seizing","7","6.365","5","2"
"seizure","7","8.317","4","2"
"seldom","6","8.399","6","2"
"select","6","10.547","6","2"
"selected","8","9.946","8","3"
"selecting","9","8.574","8","3"
"selection","9","10.060","7","3"
"selections","10","8.069","8","3"
"selective","9","8.390","8","3"
"selectively","11","7.347","10","4"
"selectivity","11","5.645","11","5"
"selectors","9","6.412","8","3"
"selects","7","7.465","7","2"
"self","4","10.286","4","1"
"selfeffacing","12","0.000","10","4"
"selfish","7","8.381","6","2"
"selfishness","11","6.924","9","3"
"selfless","8","5.826","7","2"
"selflessness","12","5.024","10","3"
"self's","6","3.497","5","1"
"sell","4","11.255","3","1"
"seller","6","8.448","4","2"
"sellers","7","7.978","5","2"
"seller's","8","5.869","5","2"
"selling","7","10.648","5","2"
"sellout","7","6.209","5","2"
"sells","5","9.478","4","1"
"Selma","5","6.242","5","2"
"selves","6","7.143","5","1"
"semantic","8","7.629","8","3"
"semblance","9","6.515","8","2"
"semen","5","7.412","5","2"
"semester","8","8.069","7","3"
"semester's","10","3.912","8","3"
"semi","4","7.691","4","2"
"semiarid","8","2.079","8","4"
"semiautomatic","13","5.236","12","6"
"semicircle","10","3.689","8","4"
"semicircular","12","3.258","11","5"
"semicolon","9","6.317","9","4"
"semiconductor","13","8.510","12","5"
"semifinal","9","5.525","8","4"
"semifinalist","12","2.079","11","5"
"seminal","7","6.201","7","3"
"seminar","7","8.591","7","3"
"seminarians","11","4.025","11","4"
"seminary","8","6.485","8","4"
"Seminole","8","5.371","7","3"
"semiprecious","12","2.565","10","4"
"semipublic","10","2.833","10","4"
"semiquantitative","16","0.000","15","6"
"Semite","6","4.511","5","2"
"Semitic","7","6.337","7","3"
"semitrance","10","0.000","9","3"
"semitropical","12","0.693","11","5"
"semiweekly","10","2.708","9","4"
"semolina","8","4.762","8","4"
"sen","3","9.192","3","1"
"senate","6","9.734","5","2"
"Senate's","8","4.934","6","2"
"senator","7","9.244","6","3"
"senatorial","10","5.645","10","4"
"senators","8","8.631","7","3"
"senator's","9","5.170","7","3"
"send","4","12.689","4","1"
"sender","6","8.406","5","2"
"senders","7","6.142","6","2"
"sending","7","10.561","6","2"
"sends","5","9.194","5","1"
"Senegal","7","6.033","7","3"
"senescence","10","3.258","8","3"
"senescent","9","2.197","8","3"
"senile","6","6.297","5","2"
"senility","8","4.890","8","4"
"senior","6","10.306","5","2"
"seniority","9","5.951","9","5"
"seniors","7","7.142","6","2"
"senor","5","6.011","6","2"
"senora","6","4.060","7","3"
"senorita","8","3.258","9","4"
"sensation","9","8.358","7","3"
"sensational","11","6.612","9","4"
"sensationalism","14","5.533","12","6"
"sensationalist","14","4.820","12","5"
"sensations","10","7.619","8","3"
"sense","5","11.258","4","1"
"sensed","6","6.992","5","1"
"senseless","9","7.293","7","2"
"senselessly","11","4.060","9","3"
"senses","6","8.277","6","2"
"sensibilities","13","6.503","12","5"
"sensibility","11","6.358","11","5"
"sensible","8","8.504","7","3"
"sensibly","8","6.047","8","3"
"sensing","7","7.627","6","2"
"sensitive","9","9.447","8","3"
"sensitively","11","4.159","10","4"
"sensitivities","13","5.958","12","5"
"sensitivity","11","8.440","11","5"
"sensitize","9","4.344","8","3"
"sensitized","10","4.942","9","3"
"sensor","6","8.432","5","2"
"sensors","7","8.075","6","2"
"sensory","7","7.746","6","3"
"sensual","7","7.283","7","2"
"sensualism","10","0.000","10","4"
"sensualist","10","3.466","10","3"
"sensuality","10","6.080","10","5"
"sensuous","8","6.215","7","2"
"sent","4","11.426","4","1"
"sentence","8","9.615","6","2"
"sentenced","9","7.697","7","2"
"sentences","9","8.574","8","3"
"sentencing","10","6.888","8","3"
"sentient","8","7.220","6","2"
"sentiment","9","7.872","9","3"
"sentimental","11","6.879","10","4"
"sentimentalists","15","1.946","14","5"
"sentimentality","14","4.970","14","6"
"sentimentalize","14","1.609","12","5"
"sentiments","10","7.507","10","3"
"sentinel","8","7.885","7","3"
"sentinels","9","5.384","8","3"
"sentry","6","6.795","6","2"
"sentry's","8","0.693","7","2"
"Seoul","5","7.094","3","1"
"separable","9","4.673","8","4"
"separate","8","10.498","7","3"
"separated","9","8.763","9","4"
"separately","10","8.801","9","4"
"separateness","12","4.533","10","4"
"separates","9","7.066","8","3"
"separating","10","7.401","9","4"
"separation","10","8.808","8","4"
"separations","11","5.602","9","4"
"separatism","10","5.460","10","5"
"separatist","10","6.661","10","4"
"separators","10","5.094","9","4"
"sepia","5","5.366","5","2"
"September","9","9.767","8","3"
"septet","6","3.135","6","2"
"septic","6","6.138","6","2"
"septillion","10","1.946","9","3"
"septum","6","5.501","6","2"
"sepulchral","10","2.079","9","3"
"sepulchre","9","3.664","6","3"
"sequel","6","8.060","6","2"
"sequence","8","11.541","7","2"
"sequenced","9","5.889","8","2"
"sequences","9","8.641","9","3"
"sequent","7","6.749","7","2"
"sequential","10","7.671","8","3"
"sequester","9","3.401","8","3"
"sequestration","13","3.332","11","4"
"sequin","6","3.761","6","2"
"sequins","7","4.522","7","2"
"sequoia","7","5.645","6","2"
"serenade","8","5.624","7","3"
"serenaded","9","3.178","9","4"
"serendipity","11","5.236","11","5"
"serene","6","5.984","5","2"
"serenely","8","4.290","7","3"
"serenity","8","6.330","8","4"
"serf","4","6.310","3","1"
"serfdom","7","5.220","6","2"
"serfs","5","6.052","4","1"
"serge","5","6.816","3","1"
"sergeant","8","7.785","7","2"
"sergeants","9","5.176","8","2"
"serial","6","10.302","6","2"
"serialize","9","4.682","8","3"
"series","6","11.416","5","2"
"serif","5","6.258","5","2"
"serious","7","10.930","6","2"
"seriously","9","10.309","8","3"
"seriousness","11","7.071","9","3"
"sermon","6","6.831","5","2"
"sermonize","9","4.043","7","3"
"sermons","7","6.038","6","2"
"serpent","7","8.649","6","2"
"serpentine","10","5.338","8","3"
"serpents","8","5.940","7","2"
"serrate","7","0.000","5","2"
"serrated","8","6.107","7","3"
"serum","5","7.578","5","2"
"servant","7","8.083","5","2"
"servants","8","7.792","6","2"
"serve","5","10.208","3","1"
"served","6","9.783","4","1"
"server","6","12.004","4","2"
"serves","6","9.235","4","1"
"service","7","12.050","5","2"
"serviceable","11","5.505","8","4"
"servicemen","10","5.710","8","3"
"services","8","11.796","7","3"
"servicing","9","7.151","7","3"
"servile","7","5.303","4","2"
"servility","9","3.434","8","4"
"serving","7","9.299","5","2"
"servings","8","7.026","6","2"
"servitude","9","6.675","7","3"
"servo","5","7.866","4","2"
"sesame","6","7.679","6","3"
"session","7","10.234","4","2"
"sessions","8","9.552","5","2"
"set","3","12.572","3","1"
"setback","7","6.260","6","2"
"setbacks","8","5.501","7","2"
"Seton","5","5.864","4","2"
"sets","4","10.551","4","1"
"set's","5","4.913","4","1"
"settee","6","3.850","4","2"
"setter","6","6.507","4","2"
"setting","7","10.581","5","2"
"settings","8","10.039","6","2"
"settle","6","8.929","4","2"
"settled","7","8.836","5","2"
"settlement","10","8.403","8","3"
"settlements","11","7.161","9","3"
"settler","7","5.481","5","3"
"settlers","8","7.064","6","3"
"settles","7","6.771","5","2"
"settling","8","7.342","6","3"
"setup","5","10.578","5","2"
"seven","5","10.032","4","2"
"sevenfold","9","2.708","8","3"
"seventeen","9","6.947","7","3"
"seventeenth","11","5.945","8","3"
"seventh","7","8.240","5","2"
"seventies","9","7.361","7","3"
"seventieth","10","2.197","8","3"
"seventy","7","6.588","6","3"
"sever","5","6.726","4","2"
"several","7","12.049","6","2"
"severally","9","4.043","7","3"
"severance","9","5.170","7","3"
"severe","6","9.320","5","2"
"severed","7","6.997","5","2"
"severely","8","8.653","7","3"
"severing","8","5.416","6","3"
"severity","8","7.223","8","4"
"severs","6","4.290","5","2"
"sew","3","7.179","2","1"
"sewage","6","6.673","4","2"
"seward","6","5.545","4","2"
